Designator,Mid X,Mid Y,Rotation,Layer
C1,37.338,-33.1205,270.0,top
C2,21.844,-36.9305,270.0,top
C3,42.672,-36.2215,90.0,top
C4,42.672,-32.3585,270.0,top
J1,32.338,-45.991,0.0,bottom
R1,21.844,-43.5845,90.0,top
R2,42.672,-47.3945,270.0,top
R3,42.672,-43.5845,90.0,top
R4,41.7595,-39.116,0.0,top
R5,41.7595,-29.464,0.0,top
R6,22.7095,-29.718,180.0,top
R7,27.0275,-39.878,0.0,top
R8,36.9335,-39.878,180.0,top
SW1,32.3895,-34.394,0.0,bottom
U1,32.004,-34.036,90.0,top
